$IMPOS,1000,5,4,4,1,1,17,0,0,
$NEW SESSION
$DATE,010608,
$GPS,1710,A,03830.1415,S,14513.9299,E,0.02,034319.700,52.3
$GPS,1720,A,03830.1415,S,14513.9299,E,0.02,034319.800,52.3
$GPS,1730,A,03830.1415,S,14513.9299,E,0.01,034319.900,52.3
$GPS,1740,A,03830.1415,S,14513.9299,E,0.01,034320.000,52.3
$GPS,1750,A,03830.1415,S,14513.9299,E,0.00,034320.100,52.3
$GPS,1760,A,03830.1415,S,14513.9299,E,0.01,034320.200,52.3
$GPS,1770,A,03830.1415,S,14513.9299,E,0.01,034320.300,52.3
$GPS,1780,A,03830.1415,S,14513.9299,E,0.01,034320.400,52.3
$GPS,1790,A,03830.1415,S,14513.9299,E,0.00,034320.500,52.3
$GPS,1800,A,03830.1415,S,14513.9299,E,0.00,034320.600,52.3
$GPS,1810,A,03830.1415,S,14513.9299,E,0.01,034320.700,52.3
$GPS,1820,A,03830.1415,S,14513.9299,E,0.01,034320.800,52.3
$GPS,1830,A,03830.1415,S,14513.9299,E,0.01,034320.900,52.3
$GPS,1850,A,03830.1415,S,14513.9299,E,0.02,034321.100,52.3
$GPS,1860,A,03830.1415,S,14513.9299,E,0.02,034321.200,52.3
$GPS,1870,A,03830.1415,S,14513.9299,E,0.02,034321.300,52.3
$GPS,1880,A,03830.1415,S,14513.9299,E,0.01,034321.400,52.3
$GPS,1890,A,03830.1415,S,14513.9299,E,0.01,034321.500,52.3
$GPS,1900,A,03830.1415,S,14513.9299,E,0.00,034321.600,52.3
$GPS,1910,A,03830.1415,S,14513.9299,E,0.01,034321.700,52.3
$GPS,1920,A,03830.1416,S,14513.9299,E,0.01,034321.800,52.3
$GPS,1930,A,03830.1416,S,14513.9299,E,0.00,034321.900,52.3
$GPS,1940,A,03830.1416,S,14513.9299,E,0.02,034322.000,52.3
$GPS,1950,A,03830.1416,S,14513.9299,E,0.02,034322.100,52.3
$GPS,1960,A,03830.1416,S,14513.9299,E,0.02,034322.200,52.3
$GPS,1970,A,03830.1416,S,14513.9299,E,0.00,034322.300,52.3
$GPS,1980,A,03830.1416,S,14513.9299,E,0.01,034322.400,52.3
$GPS,1990,A,03830.1416,S,14513.9299,E,0.01,034322.500,52.3
$GPS,2000,A,03830.1416,S,14513.9299,E,0.01,034322.600,52.3
$GPS,2010,A,03830.1416,S,14513.9299,E,0.01,034322.700,52.3
$GPS,2020,A,03830.1416,S,14513.9299,E,0.01,034322.800,52.3
$GPS,2030,A,03830.1416,S,14513.9299,E,0.02,034322.900,52.3
$GPS,2040,A,03830.1416,S,14513.9299,E,0.02,034323.000,52.3
$GPS,2050,A,03830.1416,S,14513.9299,E,0.03,034323.100,52.3
$GPS,2060,A,03830.1416,S,14513.9300,E,0.03,034323.200,52.3
$GPS,2070,A,03830.1416,S,14513.9300,E,0.03,034323.300,52.3
$GPS,2080,A,03830.1416,S,14513.9300,E,0.03,034323.400,52.3
$GPS,2090,A,03830.1416,S,14513.9300,E,0.01,034323.500,52.3
$GPS,2100,A,03830.1416,S,14513.9300,E,0.01,034323.600,52.3
$GPS,2110,A,03830.1416,S,14513.9300,E,0.01,034323.700,52.3
$GPS,2120,A,03830.1416,S,14513.9300,E,0.01,034323.800,52.3
$GPS,2130,A,03830.1416,S,14513.9300,E,0.02,034323.900,52.3
$GPS,2140,A,03830.1416,S,14513.9300,E,0.02,034324.000,52.3
$GPS,2150,A,03830.1416,S,14513.9300,E,0.02,034324.100,52.3
$GPS,2160,A,03830.1416,S,14513.9300,E,0.00,034324.200,52.4
$GPS,2170,A,03830.1416,S,14513.9300,E,0.01,034324.300,52.4
$GPS,2180,A,03830.1416,S,14513.9300,E,0.01,034324.400,52.4
$GPS,2190,A,03830.1416,S,14513.9300,E,0.01,034324.500,52.4
$GPS,2200,A,03830.1416,S,14513.9300,E,0.01,034324.600,52.4
$GPS,2210,A,03830.1416,S,14513.9300,E,0.01,034324.700,52.4
$GPS,2220,A,03830.1415,S,14513.9300,E,0.02,034324.800,52.4
$GPS,2230,A,03830.1415,S,14513.9300,E,0.02,034324.900,52.4
$GPS,2240,A,03830.1415,S,14513.9300,E,0.02,034325.000,52.4
$GPS,2250,A,03830.1415,S,14513.9300,E,0.03,034325.100,52.4
$GPS,2260,A,03830.1415,S,14513.9300,E,0.03,034325.200,52.4
$GPS,2270,A,03830.1415,S,14513.9300,E,0.03,034325.300,52.4
$GPS,2280,A,03830.1415,S,14513.9300,E,0.02,034325.400,52.4
$GPS,2290,A,03830.1415,S,14513.9300,E,0.02,034325.500,52.4
$GPS,2300,A,03830.1415,S,14513.9300,E,0.02,034325.600,52.4
$GPS,2310,A,03830.1415,S,14513.9300,E,0.02,034325.700,52.4
$GPS,2320,A,03830.1415,S,14513.9300,E,0.01,034325.800,52.4
$GPS,2330,A,03830.1415,S,14513.9300,E,0.01,034325.900,52.4
$GPS,2340,A,03830.1415,S,14513.9300,E,0.01,034326.000,52.4
$GPS,2350,A,03830.1415,S,14513.9300,E,0.00,034326.100,52.4
$GPS,2360,A,03830.1415,S,14513.9300,E,0.01,034326.200,52.4
$GPS,2370,A,03830.1415,S,14513.9300,E,0.01,034326.300,52.4
$GPS,2380,A,03830.1415,S,14513.9300,E,0.01,034326.400,52.4
$GPS,2390,A,03830.1415,S,14513.9300,E,0.01,034326.500,52.4
$GPS,2400,A,03830.1415,S,14513.9300,E,0.02,034326.600,52.4
$GPS,2410,A,03830.1415,S,14513.9300,E,0.02,034326.700,52.4
$GPS,2420,A,03830.1415,S,14513.9300,E,0.02,034326.800,52.4
$GPS,2430,A,03830.1415,S,14513.9300,E,0.01,034326.900,52.4
$GPS,2440,A,03830.1415,S,14513.9300,E,0.02,034327.000,52.4
$GPS,2450,A,03830.1415,S,14513.9300,E,0.01,034327.100,52.4
$GPS,2460,A,03830.1415,S,14513.9300,E,0.01,034327.200,52.4
$GPS,2470,A,03830.1415,S,14513.9300,E,0.01,034327.300,52.4
$GPS,2480,A,03830.1415,S,14513.9300,E,0.01,034327.400,52.4
$GPS,2490,A,03830.1415,S,14513.9300,E,0.01,034327.500,52.4
$GPS,2500,A,03830.1415,S,14513.9300,E,0.02,034327.600,52.4
$GPS,2510,A,03830.1415,S,14513.9300,E,0.01,034327.700,52.4
$GPS,2520,A,03830.1415,S,14513.9300,E,0.01,034327.800,52.4
$GPS,2530,A,03830.1416,S,14513.9300,E,0.02,034327.900,52.4
$GPS,2540,A,03830.1416,S,14513.9300,E,0.02,034328.000,52.4
$GPS,2550,A,03830.1416,S,14513.9301,E,0.02,034328.100,52.4
$GPS,2560,A,03830.1416,S,14513.9301,E,0.02,034328.200,52.4
$GPS,2570,A,03830.1416,S,14513.9301,E,0.01,034328.300,52.4
$GPS,2580,A,03830.1416,S,14513.9301,E,0.02,034328.400,52.4
$GPS,2590,A,03830.1416,S,14513.9301,E,0.02,034328.500,52.4
$GPS,2600,A,03830.1416,S,14513.9301,E,0.02,034328.600,52.4
$GPS,2610,A,03830.1416,S,14513.9301,E,0.02,034328.700,52.4
$GPS,2620,A,03830.1416,S,14513.9301,E,0.02,034328.800,52.4
$GPS,2630,A,03830.1416,S,14513.9301,E,0.01,034328.900,52.4
$GPS,2640,A,03830.1416,S,14513.9301,E,0.01,034329.000,52.4
$GPS,2650,A,03830.1416,S,14513.9301,E,0.02,034329.100,52.4
$GPS,2660,A,03830.1416,S,14513.9301,E,0.02,034329.200,52.4
$GPS,2670,A,03830.1416,S,14513.9301,E,0.03,034329.300,52.4
$GPS,2680,A,03830.1416,S,14513.9301,E,0.03,034329.400,52.4
$GPS,2690,A,03830.1416,S,14513.9301,E,0.02,034329.500,52.4
