This file is created using RaceChrono v1.47 ( http://www.racechrono.com/ ).

Session title,PI 250416 S4
Session type,Lap timing
Track name,PhillipIsland
Driver name,
Export scope,All laps
Created,01/06/2008,06:22
Note,

Lap #,Timestamp (s),Distance (m),Distance (km),Locked satellites,Latitude (deg),Longitude (deg),Speed (m/s),Speed (kph),Speed (mph),Altitude (m),Bearing (deg),Longitudinal Acceleration (G),Lateral Acceleration (G),X-position (m),Y-position (m),RPM (rpm),Throttle Position (%),Trap name
1,13493.500,1237.396,1.237396,12,-38.5105767,145.2325133,30.92,111.31,69.16,42.20,70.06,-0.04,0.70,42.52,-939.17,0.00,0.00,
1,13493.600,1240.509,1.240509,12,-38.5105667,145.2325467,31.44,113.18,70.32,42.11,68.38,0.53,0.94,45.42,-938.06,0.00,0.00,
1,13493.700,1243.678,1.243678,12,-38.5105550,145.2325800,31.75,114.31,71.03,41.90,67.16,0.32,0.69,48.32,-936.76,0.00,0.00,
1,13493.800,1246.996,1.246996,12,-38.5105433,145.2326150,32.16,115.77,71.94,41.79,65.78,0.41,0.79,51.37,-935.46,0.00,0.00,
1,13493.900,1250.165,1.250165,12,-38.5105317,145.2326483,32.62,117.42,72.96,41.70,64.23,0.47,0.90,54.27,-934.17,0.00,0.00,
1,13494.000,1253.519,1.253519,12,-38.5105167,145.2326817,33.20,119.53,74.27,41.61,62.89,0.60,0.79,57.17,-932.50,0.00,0.00,
1,13494.100,1256.781,1.256781,12,-38.5105033,145.2327150,33.56,120.82,75.08,41.49,61.73,0.37,0.69,60.07,-931.02,0.00,0.00,
1,13494.200,1260.246,1.260246,12,-38.5104883,145.2327500,34.06,122.60,76.18,41.49,60.63,0.50,0.67,63.11,-929.35,0.00,0.00,
1,13494.400,1267.140,1.267140,12,-38.5104550,145.2328167,35.11,126.38,78.53,41.31,58.34,0.54,0.72,68.92,-925.64,0.00,0.00,
1,13494.500,1270.699,1.270699,12,-38.5104383,145.2328517,35.55,127.97,79.52,41.20,57.44,0.45,0.57,71.96,-923.79,0.00,0.00,
1,13494.600,1274.238,1.274238,12,-38.5104200,145.2328850,36.19,130.29,80.96,41.11,56.25,0.66,0.77,74.86,-921.75,0.00,0.00,
1,13494.700,1277.778,1.277778,12,-38.5104017,145.2329183,36.67,132.03,82.04,41.11,55.12,0.49,0.74,77.76,-919.71,0.00,0.00,
1,13494.800,1281.559,1.281559,12,-38.5103817,145.2329533,37.23,134.03,83.28,41.11,54.19,0.57,0.62,80.81,-917.49,0.00,0.00,
1,13494.900,1285.321,1.285321,12,-38.5103617,145.2329883,37.71,135.75,84.35,40.99,53.16,0.49,0.69,83.85,-915.26,0.00,0.00,
1,13495.000,1288.990,1.288990,12,-38.5103417,145.2330217,38.22,137.60,85.50,40.90,52.04,0.52,0.76,86.75,-913.04,0.00,0.00,
1,13495.100,1292.993,1.292993,12,-38.5103183,145.2330567,38.75,139.51,86.69,40.81,51.11,0.54,0.64,89.80,-910.45,0.00,0.00,
1,13495.200,1296.866,1.296866,11,-38.5102967,145.2330917,38.88,139.97,86.98,40.81,50.16,0.13,0.66,92.84,-908.04,0.00,0.00,
1,13495.300,1300.758,1.300758,11,-38.5102733,145.2331250,39.60,142.57,88.59,40.81,49.14,0.73,0.72,95.75,-905.44,0.00,0.00,
1,13495.400,1304.780,1.304780,11,-38.5102483,145.2331583,40.21,144.75,89.94,40.70,48.36,0.62,0.56,98.65,-902.66,0.00,0.00,
1,13495.500,1308.894,1.308894,11,-38.5102233,145.2331933,40.81,146.90,91.28,40.70,47.59,0.61,0.56,101.69,-899.88,0.00,0.00,
1,13495.600,1313.027,1.313027,11,-38.5101983,145.2332283,41.41,149.09,92.64,40.70,46.89,0.62,0.52,104.74,-897.10,0.00,0.00,
1,13495.700,1317.178,1.317178,11,-38.5101717,145.2332617,41.81,150.53,93.54,40.60,46.42,0.41,0.35,107.64,-894.14,0.00,0.00,
1,13495.800,1321.422,1.321422,12,-38.5101450,145.2332967,42.45,152.81,94.95,40.60,45.71,0.65,0.54,110.68,-891.17,0.00,0.00,
1,13495.900,1325.666,1.325666,12,-38.5101183,145.2333317,43.00,154.81,96.19,40.49,45.11,0.57,0.46,113.73,-888.21,0.00,0.00,
1,13496.000,1329.928,1.329928,12,-38.5100917,145.2333667,43.44,156.38,97.17,40.49,44.80,0.45,0.24,116.77,-885.24,0.00,0.00,
1,13496.100,1334.302,1.334302,12,-38.5100633,145.2334017,44.07,158.64,98.58,40.49,44.71,0.64,0.07,119.82,-882.09,0.00,0.00,
1,13496.200,1338.917,1.338917,12,-38.5100333,145.2334383,44.73,161.03,100.06,40.49,44.52,0.68,0.15,123.01,-878.75,0.00,0.00,
1,13496.300,1343.402,1.343402,12,-38.5100050,145.2334750,45.15,162.55,101.00,40.49,44.28,0.43,0.19,126.20,-875.60,0.00,0.00,
1,13496.400,1347.886,1.347886,12,-38.5099767,145.2335117,45.58,164.11,101.97,40.49,44.06,0.44,0.18,129.39,-872.45,0.00,0.00,
1,13496.500,1352.501,1.352501,12,-38.5099467,145.2335483,46.07,165.85,103.05,40.40,43.89,0.49,0.14,132.58,-869.12,0.00,0.00,
1,13496.600,1357.356,1.357356,12,-38.5099150,145.2335867,46.44,167.20,103.89,40.40,43.67,0.38,0.18,135.92,-865.60,0.00,0.00,
1,13496.700,1361.971,1.361971,12,-38.5098850,145.2336233,47.06,169.40,105.26,40.40,43.56,0.62,0.09,139.11,-862.26,0.00,0.00,
1,13496.800,1366.827,1.366827,12,-38.5098533,145.2336617,47.67,171.61,106.63,40.31,43.31,0.62,0.21,142.44,-858.74,0.00,0.00,
1,13496.900,1371.571,1.371571,12,-38.5098217,145.2336983,48.21,173.55,107.84,40.31,43.03,0.55,0.24,145.63,-855.22,0.00,0.00,
1,13497.000,1376.426,1.376426,12,-38.5097900,145.2337367,48.59,174.94,108.70,40.31,42.98,0.39,0.04,148.97,-851.70,0.00,0.00,
1,13497.100,1381.263,1.381263,12,-38.5097583,145.2337750,48.17,173.40,107.75,40.31,42.81,-0.44,0.15,152.31,-848.18,0.00,0.00,
1,13497.200,1386.119,1.386119,12,-38.5097267,145.2338133,49.01,176.42,109.62,40.31,42.60,0.86,0.18,155.64,-844.66,0.00,0.00,
1,13497.300,1391.104,1.391104,12,-38.5096933,145.2338517,49.29,177.46,110.27,40.31,42.49,0.29,0.10,158.98,-840.95,0.00,0.00,
1,13497.400,1396.201,1.396201,12,-38.5096600,145.2338917,49.90,179.63,111.61,40.31,42.41,0.61,0.07,162.46,-837.24,0.00,0.00,
1,13497.500,1401.186,1.401186,12,-38.5096267,145.2339300,50.00,180.00,111.84,40.20,42.18,0.10,0.20,165.79,-833.54,0.00,0.00,
1,13497.600,1406.171,1.406171,12,-38.5095933,145.2339683,50.03,180.11,111.91,40.31,42.14,0.03,0.04,169.13,-829.83,0.00,0.00,
1,13497.700,1411.249,1.411249,12,-38.5095600,145.2340083,50.63,182.26,113.25,40.31,42.10,0.61,0.04,172.61,-826.12,0.00,0.00,
1,13497.800,1416.382,1.416382,12,-38.5095250,145.2340467,50.80,182.87,113.63,40.31,42.00,0.17,0.09,175.94,-822.23,0.00,0.00,
1,13497.900,1421.460,1.421460,12,-38.5094917,145.2340867,51.08,183.89,114.26,40.31,41.85,0.29,0.14,179.43,-818.52,0.00,0.00,
1,13498.000,1426.575,1.426575,12,-38.5094567,145.2341250,51.23,184.44,114.61,40.31,41.77,0.16,0.07,182.76,-814.63,0.00,0.00,
1,13498.100,1431.801,1.431801,12,-38.5094217,145.2341650,51.63,185.87,115.49,40.31,41.70,0.40,0.06,186.24,-810.74,0.00,0.00,
1,13498.133,1433.506,1.433506,12,-38.5094102,145.2341780,51.66,185.99,115.57,40.20,41.67,0.10,0.08,187.37,-809.46,0.00,0.00,Turn 2
1,13498.200,1437.028,1.437028,12,-38.5093867,145.2342050,51.73,186.24,115.72,40.20,41.60,0.11,0.10,189.72,-806.85,0.00,0.00,
1,13498.400,1447.461,1.447461,12,-38.5093167,145.2342850,52.11,187.61,116.57,40.20,41.37,0.19,0.11,196.68,-799.07,0.00,0.00,
1,13498.500,1452.836,1.452836,12,-38.5092800,145.2343250,52.38,188.55,117.16,40.20,41.29,0.27,0.07,200.16,-794.99,0.00,0.00,
1,13498.600,1458.043,1.458043,12,-38.5092450,145.2343650,52.47,188.90,117.38,40.10,41.24,0.10,0.05,203.64,-791.10,0.00,0.00,
1,13498.700,1463.418,1.463418,12,-38.5092083,145.2344050,52.71,189.76,117.91,40.10,41.16,0.24,0.08,207.13,-787.02,0.00,0.00,
1,13498.800,1468.626,1.468626,12,-38.5091733,145.2344450,52.87,190.33,118.27,39.99,41.02,0.16,0.13,210.61,-783.13,0.00,0.00,
1,13498.900,1474.000,1.474000,12,-38.5091367,145.2344850,53.14,191.31,118.88,39.99,40.90,0.28,0.11,214.09,-779.05,0.00,0.00,
1,13499.000,1479.263,1.479263,12,-38.5091000,145.2345233,53.38,192.18,119.42,39.99,40.84,0.25,0.06,217.42,-774.97,0.00,0.00,
1,13499.100,1484.712,1.484712,12,-38.5090633,145.2345650,53.60,192.96,119.90,39.90,40.62,0.22,0.21,221.05,-770.90,0.00,0.00,
1,13499.200,1490.086,1.490086,12,-38.5090267,145.2346050,53.63,193.05,119.96,39.81,40.60,0.03,0.02,224.53,-766.82,0.00,0.00,
1,13499.300,1495.572,1.495572,12,-38.5089883,145.2346450,53.76,193.53,120.26,39.70,40.40,0.14,0.19,228.01,-762.56,0.00,0.00,
1,13499.400,1500.946,1.500946,12,-38.5089517,145.2346850,53.63,193.07,119.97,39.60,40.30,-0.13,0.10,231.49,-758.48,0.00,0.00,
1,13499.500,1506.209,1.506209,12,-38.5089150,145.2347233,53.31,191.92,119.26,39.40,40.28,-0.33,0.02,234.83,-754.40,0.00,0.00,
1,13499.600,1511.565,1.511565,12,-38.5088783,145.2347633,52.91,190.46,118.35,39.31,40.10,-0.41,0.17,238.31,-750.32,0.00,0.00,
1,13499.900,1527.225,1.527225,12,-38.5087700,145.2348783,51.92,186.90,116.14,38.70,39.59,-0.34,0.16,248.31,-738.28,0.00,0.00,
1,13500.000,1532.414,1.532414,12,-38.5087333,145.2349150,51.54,185.55,115.30,38.49,39.14,-0.38,0.41,251.50,-734.20,0.00,0.00,
1,13500.100,1537.437,1.537437,12,-38.5086983,145.2349517,51.12,184.01,114.34,38.20,38.74,-0.44,0.36,254.69,-730.31,0.00,0.00,
1,13500.200,1542.607,1.542607,12,-38.5086617,145.2349883,50.96,183.44,113.98,37.99,38.18,-0.16,0.51,257.89,-726.23,0.00,0.00,
1,13500.300,1547.704,1.547704,12,-38.5086250,145.2350233,50.79,182.83,113.60,37.81,37.49,-0.17,0.62,260.93,-722.16,0.00,0.00,
1,13500.400,1552.800,1.552800,11,-38.5085883,145.2350583,50.37,181.33,112.67,37.60,36.77,-0.42,0.65,263.98,-718.08,0.00,0.00,
1,13500.500,1557.656,1.557656,10,-38.5085533,145.2350917,49.94,179.79,111.72,37.49,35.90,-0.44,0.77,266.88,-714.19,0.00,0.00,
1,13500.600,1562.659,1.562659,11,-38.5085167,145.2351250,49.67,178.83,111.12,37.31,35.12,-0.27,0.69,269.78,-710.11,0.00,0.00,
1,13500.700,1567.570,1.567570,11,-38.5084800,145.2351567,49.77,179.18,111.34,37.19,34.34,0.10,0.69,272.53,-706.03,0.00,0.00,
1,13500.800,1572.648,1.572648,11,-38.5084417,145.2351883,49.69,178.87,111.14,36.99,33.75,-0.09,0.52,275.29,-701.77,0.00,0.00,
1,13500.900,1577.559,1.577559,11,-38.5084050,145.2352200,49.48,178.13,110.68,36.90,32.98,-0.21,0.68,278.04,-697.69,0.00,0.00,
1,13501.000,1582.563,1.582563,11,-38.5083667,145.2352500,49.46,178.05,110.64,36.81,32.18,-0.02,0.70,280.65,-693.43,0.00,0.00,
1,13501.100,1587.493,1.587493,12,-38.5083283,145.2352783,49.35,177.64,110.38,36.69,31.31,-0.12,0.76,283.12,-689.17,0.00,0.00,
1,13501.200,1592.423,1.592423,12,-38.5082900,145.2353067,49.13,176.87,109.90,36.60,30.26,-0.22,0.92,285.59,-684.91,0.00,0.00,
1,13501.300,1597.260,1.597260,12,-38.5082517,145.2353333,49.15,176.94,109.95,36.51,29.57,0.02,0.60,287.91,-680.64,0.00,0.00,
1,13501.400,1602.189,1.602189,12,-38.5082133,145.2353617,49.04,176.55,109.70,36.40,28.81,-0.11,0.66,290.37,-676.38,0.00,0.00,
1,13501.500,1607.137,1.607137,12,-38.5081733,145.2353867,48.96,176.27,109.53,36.40,27.90,-0.08,0.79,292.55,-671.93,0.00,0.00,
1,13501.600,1612.160,1.612160,12,-38.5081333,145.2354133,48.92,176.13,109.44,36.31,27.26,-0.04,0.56,294.87,-667.48,0.00,0.00,
1,13501.700,1616.941,1.616941,12,-38.5080950,145.2354383,48.74,175.46,109.02,36.19,26.42,-0.19,0.73,297.04,-663.22,0.00,0.00,
1,13501.800,1621.834,1.621834,12,-38.5080550,145.2354617,48.47,174.50,108.43,36.19,25.53,-0.27,0.77,299.07,-658.77,0.00,0.00,
1,13501.900,1626.671,1.626671,12,-38.5080150,145.2354833,48.48,174.53,108.45,36.10,24.96,0.01,0.49,300.96,-654.33,0.00,0.00,
1,13502.000,1631.489,1.631489,12,-38.5079750,145.2355050,48.52,174.68,108.54,36.10,23.77,0.04,1.03,302.84,-649.88,0.00,0.00,
1,13502.100,1636.326,1.636326,12,-38.5079350,145.2355267,48.51,174.63,108.51,36.01,22.59,-0.02,1.02,304.73,-645.43,0.00,0.00,
1,13502.200,1641.107,1.641107,12,-38.5078950,145.2355467,48.33,173.98,108.10,36.01,21.84,-0.18,0.65,306.47,-640.98,0.00,0.00,
1,13502.300,1646.000,1.646000,12,-38.5078533,145.2355650,48.32,173.94,108.08,36.01,20.91,-0.01,0.80,308.07,-636.35,0.00,0.00,
1,13502.400,1650.689,1.650689,12,-38.5078133,145.2355817,48.35,174.07,108.16,36.01,19.87,0.04,0.89,309.52,-631.90,0.00,0.00,
1,13502.500,1655.544,1.655544,12,-38.5077717,145.2355983,48.18,173.44,107.77,36.01,19.08,-0.18,0.68,310.97,-627.27,0.00,0.00,
1,13502.600,1660.400,1.660400,12,-38.5077300,145.2356150,48.19,173.48,107.79,36.10,18.20,0.01,0.75,312.42,-622.64,0.00,0.00,
1,13502.700,1665.200,1.665200,12,-38.5076883,145.2356300,48.04,172.94,107.46,36.10,16.93,-0.15,1.09,313.72,-618.00,0.00,0.00,
1,13502.800,1670.055,1.670055,12,-38.5076467,145.2356467,48.07,173.05,107.53,36.10,16.10,0.03,0.71,315.17,-613.37,0.00,0.00,
1,13502.900,1674.874,1.674874,12,-38.5076050,145.2356617,47.78,172.00,106.87,36.10,15.16,-0.30,0.80,316.48,-608.74,0.00,0.00,
1,13503.000,1679.655,1.679655,12,-38.5075633,145.2356750,47.68,171.66,106.67,36.10,14.05,-0.09,0.94,317.64,-604.10,0.00,0.00,
1,13503.100,1684.418,1.684418,12,-38.5075217,145.2356883,47.58,171.29,106.44,36.10,13.18,-0.10,0.74,318.80,-599.47,0.00,0.00,
1,13503.200,1689.199,1.689199,11,-38.5074800,145.2357017,47.42,170.72,106.08,36.19,12.28,-0.16,0.76,319.96,-594.84,0.00,0.00,
1,13503.300,1693.944,1.693944,10,-38.5074383,145.2357133,47.24,170.07,105.68,36.10,11.18,-0.18,0.92,320.97,-590.20,0.00,0.00,
1,13503.400,1698.836,1.698836,10,-38.5073950,145.2357233,47.21,169.96,105.61,36.19,10.26,-0.03,0.77,321.84,-585.39,0.00,0.00,
1,13503.500,1703.562,1.703562,10,-38.5073533,145.2357333,46.99,169.16,105.11,36.19,9.36,-0.23,0.75,322.71,-580.75,0.00,0.00,
1,13503.600,1708.251,1.708251,10,-38.5073117,145.2357417,46.88,168.75,104.86,36.10,7.99,-0.12,1.14,323.44,-576.12,0.00,0.00,
1,13503.700,1712.921,1.712921,10,-38.5072700,145.2357483,46.69,168.07,104.43,36.10,7.04,-0.19,0.79,324.02,-571.49,0.00,0.00,
1,13503.800,1717.591,1.717591,10,-38.5072283,145.2357550,46.67,167.99,104.39,36.19,5.98,-0.02,0.88,324.60,-566.85,0.00,0.00,
1,13503.900,1722.243,1.722243,10,-38.5071867,145.2357600,46.57,167.64,104.17,36.19,5.31,-0.10,0.56,325.04,-562.22,0.00,0.00,
1,13504.000,1727.080,1.727080,10,-38.5071433,145.2357650,46.41,167.09,103.82,36.31,4.43,-0.16,0.73,325.47,-557.40,0.00,0.00,
1,13504.100,1731.713,1.731713,10,-38.5071017,145.2357683,46.19,166.27,103.32,36.31,3.29,-0.23,0.94,325.76,-552.77,0.00,0.00,
1,13504.200,1736.364,1.736364,10,-38.5070600,145.2357717,46.21,166.35,103.36,36.40,2.43,0.02,0.71,326.05,-548.14,0.00,0.00,
1,13504.300,1740.997,1.740997,10,-38.5070183,145.2357733,46.34,166.81,103.65,36.40,1.22,0.13,1.00,326.20,-543.50,0.00,0.00,
1,13504.400,1745.631,1.745631,10,-38.5069767,145.2357733,46.45,167.24,103.92,36.51,0.21,0.12,0.84,326.20,-538.87,0.00,0.00,
1,13504.500,1750.264,1.750264,10,-38.5069350,145.2357733,46.69,168.09,104.44,36.51,0.21,0.24,0.00,326.20,-534.24,0.00,0.00,
1,13504.600,1754.897,1.754897,10,-38.5068933,145.2357717,46.87,168.74,104.85,36.60,0.21,0.18,0.00,326.05,-529.60,0.00,0.00,
1,13504.700,1759.715,1.759715,10,-38.5068500,145.2357717,47.17,169.81,105.51,36.69,0.21,0.30,0.00,326.05,-524.78,0.00,0.00,
1,13504.800,1764.348,1.764348,10,-38.5068083,145.2357700,47.31,170.33,105.84,36.69,0.21,0.15,0.00,325.91,-520.15,0.00,0.00,
1,13504.900,1769.000,1.769000,10,-38.5067667,145.2357667,47.67,171.61,106.63,36.81,0.21,0.36,0.00,325.62,-515.52,0.00,0.00,
1,13505.000,1773.819,1.773819,10,-38.5067233,145.2357633,47.83,172.20,107.00,36.90,0.21,0.17,0.00,325.33,-510.70,0.00,0.00,
1,13505.100,1778.470,1.778470,10,-38.5066817,145.2357583,48.06,173.03,107.52,36.99,0.21,0.24,0.00,324.89,-506.07,0.00,0.00,
1,13505.200,1783.326,1.783326,10,-38.5066383,145.2357517,48.28,173.79,107.99,37.10,0.21,0.22,0.00,324.31,-501.25,0.00,0.00,
1,13505.300,1788.163,1.788163,10,-38.5065950,145.2357467,48.51,174.63,108.51,37.19,0.21,0.24,0.00,323.88,-496.43,0.00,0.00,
1,13505.400,1793.037,1.793037,10,-38.5065517,145.2357383,48.82,175.75,109.21,37.19,0.21,0.32,0.00,323.15,-491.61,0.00,0.00,
1,13505.500,1797.892,1.797892,10,-38.5065083,145.2357317,49.03,176.51,109.68,37.31,0.21,0.22,0.00,322.57,-486.79,0.00,0.00,
1,13505.600,1802.766,1.802766,10,-38.5064650,145.2357233,48.32,173.94,108.08,37.31,0.21,-0.73,0.00,321.85,-481.97,0.00,0.00,
1,13505.700,1807.474,1.807474,10,-38.5064233,145.2357133,47.60,171.35,106.47,37.40,349.96,-0.73,NaN,320.98,-477.34,0.00,0.00,
1,13505.800,1812.366,1.812366,10,-38.5063800,145.2357033,47.33,170.38,105.87,37.60,349.72,-0.27,0.20,320.11,-472.52,0.00,0.00,
1,13505.900,1817.092,1.817092,10,-38.5063383,145.2356933,46.89,168.79,104.88,37.70,349.34,-0.45,0.32,319.24,-467.89,0.00,0.00,
1,13506.000,1821.614,1.821614,10,-38.5062983,145.2356833,46.51,167.42,104.03,37.81,349.14,-0.39,0.17,318.37,-463.44,0.00,0.00,
1,13506.100,1826.303,1.826303,10,-38.5062567,145.2356750,45.92,165.31,102.72,37.99,348.93,-0.60,0.17,317.64,-458.81,0.00,0.00,
1,13506.200,1830.843,1.830843,10,-38.5062167,145.2356650,45.04,162.14,100.75,38.10,348.66,-0.90,0.22,316.77,-454.36,0.00,0.00,
1,13506.300,1835.198,1.835198,10,-38.5061783,145.2356550,44.29,159.44,99.07,38.31,348.40,-0.77,0.20,315.90,-450.10,0.00,0.00,
1,13506.400,1839.535,1.839535,10,-38.5061400,145.2356450,43.59,156.92,97.51,38.49,348.05,-0.71,0.27,315.03,-445.84,0.00,0.00,
1,13506.500,1843.890,1.843890,10,-38.5061017,145.2356350,42.90,154.44,95.96,38.60,347.94,-0.70,0.08,314.16,-441.57,0.00,0.00,
1,13506.600,1848.060,1.848060,10,-38.5060650,145.2356250,42.36,152.51,94.77,38.70,347.85,-0.55,0.07,313.29,-437.50,0.00,0.00,
1,13506.700,1852.229,1.852229,10,-38.5060283,145.2356150,41.48,149.33,92.79,38.90,347.83,-0.90,0.01,312.42,-433.42,0.00,0.00,
1,13506.800,1856.399,1.856399,9,-38.5059917,145.2356050,40.90,147.25,91.50,38.99,347.41,-0.59,0.31,311.55,-429.34,0.00,0.00,
1,13506.900,1860.569,1.860569,9,-38.5059550,145.2355950,40.18,144.64,89.88,39.20,347.48,-0.74,-0.05,310.68,-425.26,0.00,0.00,
1,13507.000,1864.535,1.864535,9,-38.5059200,145.2355867,39.55,142.38,88.47,39.31,347.31,-0.64,0.12,309.96,-421.37,0.00,0.00,
1,13507.100,1868.520,1.868520,9,-38.5058850,145.2355767,38.92,140.10,87.06,39.49,347.04,-0.65,0.19,309.09,-417.48,0.00,0.00,
1,13507.200,1872.319,1.872319,9,-38.5058517,145.2355667,38.28,137.81,85.63,39.60,346.95,-0.65,0.06,308.22,-413.77,0.00,0.00,
1,13507.300,1876.099,1.876099,10,-38.5058183,145.2355583,37.25,134.10,83.33,39.70,347.05,-1.05,-0.07,307.49,-410.07,0.00,0.00,
1,13507.400,1879.695,1.879695,10,-38.5057867,145.2355500,36.45,131.23,81.54,39.90,346.87,-0.81,0.12,306.76,-406.55,0.00,0.00,
1,13507.500,1883.494,1.883494,10,-38.5057533,145.2355400,35.59,128.14,79.62,39.99,346.67,-0.88,0.13,305.89,-402.84,0.00,0.00,
1,13507.600,1886.922,1.886922,10,-38.5057233,145.2355317,34.94,125.79,78.16,40.10,346.85,-0.67,-0.11,305.17,-399.50,0.00,0.00,
1,13507.700,1890.518,1.890518,10,-38.5056917,145.2355233,34.37,123.73,76.88,40.20,346.91,-0.58,-0.04,304.44,-395.98,0.00,0.00,
1,13507.800,1893.928,1.893928,10,-38.5056617,145.2355150,33.55,120.77,75.04,40.31,346.75,-0.84,0.10,303.72,-392.65,0.00,0.00,
1,13507.900,1897.152,1.897152,10,-38.5056333,145.2355067,32.84,118.21,73.45,40.40,346.67,-0.72,0.05,302.99,-389.50,0.00,0.00,
1,13508.000,1900.395,1.900395,10,-38.5056050,145.2354983,32.01,115.25,71.61,40.40,346.88,-0.84,-0.12,302.27,-386.35,0.00,0.00,
1,13508.100,1903.620,1.903620,10,-38.5055767,145.2354900,31.33,112.81,70.09,40.49,346.87,-0.69,0.01,301.54,-383.20,0.00,0.00,
1,13508.200,1906.863,1.906863,10,-38.5055483,145.2354817,30.79,110.84,68.87,40.60,347.11,-0.56,-0.13,300.82,-380.05,0.00,0.00,
1,13508.300,1909.903,1.909903,11,-38.5055217,145.2354733,30.23,108.82,67.62,40.70,347.19,-0.57,-0.04,300.09,-377.08,0.00,0.00,
1,13508.400,1912.923,1.912923,11,-38.5054950,145.2354667,29.94,107.79,66.98,40.81,346.94,-0.29,0.13,299.51,-374.12,0.00,0.00,
1,13508.500,1915.777,1.915777,11,-38.5054700,145.2354600,29.32,105.56,65.59,40.81,347.34,-0.63,-0.21,298.93,-371.34,0.00,0.00,
1,13508.600,1918.798,1.918798,11,-38.5054433,145.2354533,29.01,104.43,64.89,40.90,347.20,-0.32,0.07,298.35,-368.37,0.00,0.00,
1,13508.700,1921.671,1.921671,11,-38.5054183,145.2354450,28.47,102.49,63.68,40.90,347.24,-0.55,-0.02,297.63,-365.59,0.00,0.00,
1,13508.800,1924.506,1.924506,11,-38.5053933,145.2354383,28.13,101.27,62.92,40.99,347.28,-0.35,-0.02,297.05,-362.81,0.00,0.00,
1,13508.900,1927.342,1.927342,11,-38.5053683,145.2354317,27.68,99.66,61.92,40.99,347.44,-0.46,-0.08,296.47,-360.03,0.00,0.00,
1,13509.000,1930.214,1.930214,11,-38.5053433,145.2354233,27.46,98.86,61.43,41.11,347.43,-0.23,0.00,295.74,-357.25,0.00,0.00,
1,13509.100,1932.883,1.932883,11,-38.5053200,145.2354167,27.28,98.19,61.01,41.11,347.00,-0.19,0.21,295.16,-354.66,0.00,0.00,
1,13509.200,1935.718,1.935718,11,-38.5052950,145.2354100,26.92,96.90,60.21,41.11,347.48,-0.37,-0.23,294.58,-351.88,0.00,0.00,
1,13509.400,1941.000,1.941000,11,-38.5052483,145.2353983,26.42,95.12,59.10,41.20,348.11,-0.25,-0.15,293.57,-346.69,0.00,0.00,
1,13509.500,1943.669,1.943669,11,-38.5052250,145.2353917,26.14,94.12,58.48,41.20,348.00,-0.28,0.05,292.99,-344.09,0.00,0.00,
1,13509.600,1946.134,1.946134,11,-38.5052033,145.2353850,25.81,92.93,57.75,41.31,348.25,-0.34,-0.11,292.41,-341.68,0.00,0.00,
1,13509.700,1948.802,1.948802,11,-38.5051800,145.2353783,25.62,92.23,57.31,41.31,348.38,-0.20,-0.06,291.83,-339.09,0.00,0.00,
1,13509.800,1951.249,1.951249,11,-38.5051583,145.2353733,25.35,91.25,56.70,41.31,348.37,-0.28,0.00,291.39,-336.68,0.00,0.00,
1,13509.900,1953.880,1.953880,11,-38.5051350,145.2353683,25.13,90.47,56.22,41.40,348.68,-0.22,-0.14,290.96,-334.09,0.00,0.00,
1,13510.000,1956.345,1.956345,11,-38.5051133,145.2353617,24.88,89.58,55.66,41.40,349.07,-0.25,-0.17,290.38,-331.68,0.00,0.00,
1,13510.100,1958.810,1.958810,11,-38.5050917,145.2353567,24.61,88.58,55.04,41.49,349.69,-0.28,-0.27,289.94,-329.27,0.00,0.00,
1,13510.200,1961.256,1.961256,11,-38.5050700,145.2353517,24.37,87.73,54.51,41.61,350.17,-0.24,-0.21,289.51,-326.86,0.00,0.00,
1,13510.300,1963.684,1.963684,11,-38.5050483,145.2353483,24.10,86.77,53.91,41.70,350.92,-0.27,-0.32,289.22,-324.45,0.00,0.00,
1,13510.400,1965.945,1.965945,11,-38.5050283,145.2353433,23.88,85.95,53.41,41.79,351.80,-0.23,-0.37,288.78,-322.22,0.00,0.00,
1,13510.500,1968.373,1.968373,11,-38.5050067,145.2353400,23.54,84.75,52.66,41.90,352.63,-0.34,-0.35,288.49,-319.82,0.00,0.00,
1,13510.600,1970.615,1.970615,11,-38.5049867,145.2353367,23.23,83.62,51.96,41.90,353.68,-0.32,-0.43,288.20,-317.59,0.00,0.00,
1,13510.700,1973.024,1.973024,11,-38.5049650,145.2353350,22.78,82.03,50.97,41.99,354.82,-0.45,-0.46,288.06,-315.18,0.00,0.00,
1,13510.800,1975.081,1.975081,11,-38.5049467,145.2353317,22.33,80.38,49.94,41.99,356.24,-0.47,-0.56,287.77,-313.14,0.00,0.00,
1,13510.900,1977.305,1.977305,11,-38.5049267,145.2353317,21.88,78.77,48.94,41.99,358.02,-0.46,-0.69,287.77,-310.92,0.00,0.00,
1,13511.000,1979.529,1.979529,11,-38.5049067,145.2353300,21.50,77.41,48.10,42.11,359.75,-0.38,-0.66,287.62,-308.70,0.00,0.00,
1,13511.100,1981.568,1.981568,11,-38.5048883,145.2353300,21.11,76.01,47.23,42.11,359.75,-0.40,0.00,287.62,-306.66,0.00,0.00,
1,13511.200,1983.625,1.983625,11,-38.5048700,145.2353317,20.73,74.64,46.38,42.11,359.75,-0.39,0.00,287.77,-304.62,0.00,0.00,
