This file is created using RaceChrono v1.47 ( http://www.racechrono.com/ ).

Session title,PI 250416 S4
Session type,Lap timing
Track name,PhillipIsland
Driver name,
Export scope,All laps
Created,01/06/2008,06:22
Note,

Lap #,Timestamp (s),Distance (m),Distance (km),Locked satellites,Latitude (deg),Longitude (deg),Speed (m/s),Speed (kph),Speed (mph),Altitude (m),Bearing (deg),Longitudinal Acceleration (G),Lateral Acceleration (G),X-position (m),Y-position (m),RPM (rpm),Throttle Position (%),Trap name
1,13384.682,61.880,0.061880,11,-38.5021305,145.2320247,5.59,20.12,12.50,50.09,157.28,0.00,0.00,0.00,0.00,0.00,0.00,Start/finish
1,13384.700,61.991,0.061991,11,-38.5021317,145.2320250,5.59,20.11,12.50,50.09,157.23,-0.01,0.03,0.03,-0.13,0.00,0.00,
1,13384.800,62.621,0.062621,11,-38.5021367,145.2320283,5.43,19.56,12.15,50.09,156.67,-0.16,0.05,0.32,-0.69,0.00,0.00,
1,13384.900,63.029,0.063029,11,-38.5021400,145.2320300,5.45,19.61,12.19,50.09,155.93,0.02,0.07,0.46,-1.06,0.00,0.00,
1,13385.000,63.659,0.063659,11,-38.5021450,145.2320333,5.44,19.59,12.18,50.09,155.46,-0.01,0.05,0.75,-1.61,0.00,0.00,
1,13385.100,64.234,0.064234,11,-38.5021500,145.2320350,5.46,19.65,12.21,50.09,154.99,0.02,0.05,0.90,-2.17,0.00,0.00,
1,13385.200,64.697,0.064697,11,-38.5021533,145.2320383,5.45,19.63,12.20,50.09,154.44,-0.01,0.05,1.19,-2.54,0.00,0.00,
1,13385.300,65.271,0.065271,11,-38.5021583,145.2320400,5.45,19.63,12.20,50.09,154.25,0.00,0.02,1.33,-3.09,0.00,0.00,
1,13385.400,65.902,0.065902,11,-38.5021633,145.2320433,5.23,18.83,11.70,50.09,154.23,-0.23,0.00,1.62,-3.65,0.00,0.00,
1,13385.500,66.365,0.066365,11,-38.5021667,145.2320467,5.24,18.85,11.71,50.09,154.05,0.01,0.02,1.91,-4.02,0.00,0.00,
1,13385.600,66.939,0.066939,10,-38.5021717,145.2320483,5.27,18.98,11.80,50.09,154.15,0.04,-0.01,2.06,-4.58,0.00,0.00,
1,13385.700,67.421,0.067421,10,-38.5021750,145.2320517,5.26,18.93,11.76,50.09,154.60,-0.02,-0.04,2.35,-4.95,0.00,0.00,
1,13385.800,67.996,0.067996,10,-38.5021800,145.2320533,5.10,18.37,11.42,50.09,155.03,-0.16,-0.04,2.49,-5.50,0.00,0.00,
1,13385.900,68.459,0.068459,11,-38.5021833,145.2320567,5.12,18.45,11.46,50.09,155.20,0.02,-0.02,2.78,-5.87,0.00,0.00,
1,13386.000,69.034,0.069034,11,-38.5021883,145.2320583,5.12,18.43,11.45,50.09,155.78,-0.01,-0.05,2.93,-6.43,0.00,0.00,
1,13386.100,69.497,0.069497,11,-38.5021917,145.2320617,5.08,18.28,11.36,50.09,156.19,-0.04,-0.04,3.22,-6.80,0.00,0.00,
1,13386.200,70.071,0.070071,11,-38.5021967,145.2320633,4.96,17.87,11.11,50.09,156.40,-0.12,-0.02,3.36,-7.36,0.00,0.00,
1,13386.300,70.479,0.070479,11,-38.5022000,145.2320650,4.95,17.82,11.07,50.20,156.62,-0.02,-0.02,3.51,-7.73,0.00,0.00,
1,13386.400,71.109,0.071109,11,-38.5022050,145.2320683,4.93,17.74,11.02,50.20,157.29,-0.02,-0.06,3.80,-8.28,0.00,0.00,
1,13386.500,71.498,0.071498,11,-38.5022083,145.2320700,4.73,17.02,10.58,50.20,157.81,-0.20,-0.04,3.94,-8.65,0.00,0.00,
1,13386.600,72.073,0.072073,11,-38.5022133,145.2320717,4.73,17.04,10.59,50.20,158.18,0.01,-0.03,4.09,-9.21,0.00,0.00,
1,13386.700,72.481,0.072481,11,-38.5022167,145.2320733,4.73,17.04,10.59,50.20,158.69,0.00,-0.04,4.23,-9.58,0.00,0.00,
1,13386.800,72.944,0.072944,11,-38.5022200,145.2320767,4.61,16.59,10.31,50.20,159.02,-0.13,-0.03,4.53,-9.95,0.00,0.00,
1,13386.900,73.518,0.073518,11,-38.5022250,145.2320783,4.60,16.56,10.29,50.20,159.27,-0.01,-0.02,4.67,-10.51,0.00,0.00,
1,13387.100,74.315,0.074315,11,-38.5022317,145.2320817,4.52,16.28,10.12,50.20,159.11,-0.04,0.01,4.96,-11.25,0.00,0.00,
1,13387.200,74.890,0.074890,11,-38.5022367,145.2320833,4.37,15.74,9.78,50.20,158.79,-0.15,0.02,5.11,-11.81,0.00,0.00,
1,13387.300,75.279,0.075279,11,-38.5022400,145.2320850,4.37,15.72,9.77,50.20,158.99,-0.01,-0.02,5.25,-12.18,0.00,0.00,
1,13387.400,75.687,0.075687,11,-38.5022433,145.2320867,4.38,15.76,9.79,50.20,158.81,0.01,0.01,5.40,-12.55,0.00,0.00,
1,13387.500,76.076,0.076076,11,-38.5022467,145.2320883,4.38,15.76,9.79,50.20,158.88,0.00,-0.01,5.54,-12.92,0.00,0.00,
1,13387.600,76.650,0.076650,11,-38.5022517,145.2320900,4.29,15.45,9.60,50.20,158.60,-0.09,0.02,5.69,-13.47,0.00,0.00,
1,13387.700,77.132,0.077132,11,-38.5022550,145.2320933,4.21,15.15,9.41,50.20,158.66,-0.08,-0.00,5.98,-13.84,0.00,0.00,
1,13387.800,77.521,0.077521,11,-38.5022583,145.2320950,4.30,15.48,9.62,50.20,158.75,0.09,-0.01,6.12,-14.21,0.00,0.00,
1,13387.900,77.929,0.077929,11,-38.5022617,145.2320967,4.26,15.33,9.53,50.20,158.62,-0.04,0.01,6.27,-14.59,0.00,0.00,
1,13388.000,78.318,0.078318,11,-38.5022650,145.2320983,4.17,15.02,9.33,50.20,158.37,-0.09,0.02,6.41,-14.96,0.00,0.00,
1,13388.100,78.726,0.078726,11,-38.5022683,145.2321000,4.15,14.93,9.28,50.20,157.85,-0.03,0.04,6.56,-15.33,0.00,0.00,
1,13388.200,79.115,0.079115,11,-38.5022717,145.2321017,4.14,14.91,9.26,50.20,156.92,-0.01,0.07,6.70,-15.70,0.00,0.00,
1,13388.300,79.523,0.079523,11,-38.5022750,145.2321033,4.23,15.24,9.47,50.20,157.33,0.09,-0.03,6.85,-16.07,0.00,0.00,
1,13388.400,79.912,0.079912,11,-38.5022783,145.2321050,4.04,14.56,9.05,50.20,158.12,-0.19,-0.06,6.99,-16.44,0.00,0.00,
1,13388.500,80.320,0.080320,11,-38.5022817,145.2321067,3.94,14.19,8.81,50.20,159.22,-0.10,-0.08,7.14,-16.81,0.00,0.00,
1,13388.600,80.709,0.080709,11,-38.5022850,145.2321083,3.96,14.24,8.85,50.20,160.34,0.02,-0.08,7.28,-17.18,0.00,0.00,
1,13388.700,81.283,0.081283,11,-38.5022900,145.2321100,3.81,13.72,8.53,50.30,160.92,-0.15,-0.04,7.43,-17.74,0.00,0.00,
1,13388.800,81.524,0.081524,11,-38.5022917,145.2321117,3.66,13.17,8.18,50.30,161.49,-0.16,-0.04,7.57,-17.92,0.00,0.00,
1,13388.900,81.914,0.081914,11,-38.5022950,145.2321133,3.63,13.08,8.12,50.30,162.63,-0.03,-0.07,7.72,-18.29,0.00,0.00,
1,13389.000,82.284,0.082284,11,-38.5022983,145.2321133,3.50,12.61,7.84,50.30,163.56,-0.13,-0.06,7.72,-18.66,0.00,0.00,
1,13389.100,82.692,0.082692,11,-38.5023017,145.2321150,3.37,12.15,7.55,50.30,164.54,-0.13,-0.06,7.86,-19.03,0.00,0.00,
1,13389.200,83.063,0.083063,11,-38.5023050,145.2321150,3.35,12.06,7.49,50.30,165.36,-0.03,-0.05,7.86,-19.40,0.00,0.00,
1,13389.300,83.452,0.083452,11,-38.5023083,145.2321167,3.10,11.15,6.93,50.30,165.07,-0.26,0.02,8.01,-19.77,0.00,0.00,
1,13389.400,83.693,0.083693,11,-38.5023100,145.2321183,3.09,11.11,6.90,50.30,164.22,-0.01,0.05,8.15,-19.96,0.00,0.00,
1,13389.500,84.063,0.084063,11,-38.5023133,145.2321183,2.81,10.13,6.29,50.30,164.49,-0.28,-0.01,8.15,-20.33,0.00,0.00,
1,13389.600,84.304,0.084304,11,-38.5023150,145.2321200,2.81,10.13,6.29,50.30,164.38,0.00,0.01,8.30,-20.52,0.00,0.00,
1,13389.700,84.675,0.084675,11,-38.5023183,145.2321200,2.64,9.52,5.92,50.30,163.15,-0.17,0.06,8.30,-20.89,0.00,0.00,
1,13389.800,84.897,0.084897,11,-38.5023200,145.2321217,2.48,8.95,5.56,50.30,167.06,-0.16,-0.17,8.44,-21.07,0.00,0.00,
1,13389.900,85.083,0.085083,11,-38.5023217,145.2321217,2.26,8.13,5.05,50.30,164.34,-0.23,0.11,8.44,-21.26,0.00,0.00,
1,13390.000,85.324,0.085324,11,-38.5023233,145.2321233,2.09,7.54,4.68,50.30,165.05,-0.17,-0.03,8.59,-21.44,0.00,0.00,
1,13390.100,85.694,0.085694,10,-38.5023267,145.2321233,1.66,5.96,3.71,50.30,165.13,-0.45,-0.00,8.59,-21.81,0.00,0.00,
1,13390.200,85.694,0.085694,10,-38.5023267,145.2321233,1.37,4.93,3.06,50.30,168.10,-0.29,-0.07,8.59,-21.81,0.00,0.00,
1,13390.300,85.935,0.085935,10,-38.5023283,145.2321250,1.05,3.78,2.35,50.30,168.01,-0.33,0.00,8.73,-22.00,0.00,0.00,
1,13390.400,86.120,0.086120,10,-38.5023300,145.2321250,0.88,3.17,1.97,50.41,167.43,-0.17,0.01,8.73,-22.18,0.00,0.00,
1,13390.500,86.120,0.086120,10,-38.5023300,145.2321250,0.69,2.50,1.55,50.41,161.98,-0.19,0.07,8.73,-22.18,0.00,0.00,
1,13390.600,86.306,0.086306,11,-38.5023317,145.2321250,0.48,1.72,1.07,50.41,161.88,-0.22,0.00,8.73,-22.37,0.00,0.00,
1,13390.700,86.306,0.086306,11,-38.5023317,145.2321250,0.27,0.96,0.60,50.41,160.64,-0.22,0.01,8.73,-22.37,0.00,0.00,
1,13390.800,86.639,0.086639,11,-38.5023333,145.2321283,0.28,1.00,0.62,50.41,152.46,0.01,0.04,9.02,-22.55,0.00,0.00,
1,13390.900,86.880,0.086880,11,-38.5023350,145.2321300,0.17,0.63,0.39,50.50,153.95,-0.10,-0.00,9.17,-22.74,0.00,0.00,
1,13391.000,87.232,0.087232,11,-38.5023367,145.2321333,0.21,0.76,0.47,50.50,154.57,0.04,-0.00,9.46,-22.92,0.00,0.00,
1,13391.100,87.362,0.087362,10,-38.5023367,145.2321350,0.25,0.89,0.55,50.59,152.33,0.04,0.01,9.60,-22.92,0.00,0.00,
1,13391.200,87.603,0.087603,11,-38.5023383,145.2321367,0.23,0.83,0.52,50.59,151.69,-0.02,0.00,9.75,-23.11,0.00,0.00,
1,13391.400,88.085,0.088085,11,-38.5023400,145.2321417,0.15,0.54,0.33,50.80,164.61,-0.04,-0.02,10.18,-23.30,0.00,0.00,
1,13391.500,88.307,0.088307,11,-38.5023417,145.2321433,0.14,0.50,0.31,50.91,168.68,-0.01,-0.01,10.33,-23.48,0.00,0.00,
1,13391.600,88.493,0.088493,11,-38.5023433,145.2321433,0.12,0.43,0.26,50.91,176.82,-0.02,-0.02,10.33,-23.67,0.00,0.00,
1,13391.700,88.641,0.088641,10,-38.5023433,145.2321450,0.10,0.35,0.22,51.00,182.99,-0.02,-0.01,10.47,-23.67,0.00,0.00,
1,13391.800,88.882,0.088882,10,-38.5023450,145.2321467,0.06,0.22,0.14,51.00,202.24,-0.04,-0.02,10.62,-23.85,0.00,0.00,
1,13391.900,89.030,0.089030,10,-38.5023450,145.2321483,0.05,0.17,0.10,51.09,158.13,-0.02,0.04,10.76,-23.85,0.00,0.00,
1,13392.000,89.215,0.089215,10,-38.5023467,145.2321483,0.04,0.15,0.09,51.21,196.83,-0.01,-0.03,10.76,-24.04,0.00,0.00,
1,13392.100,89.438,0.089438,10,-38.5023483,145.2321500,0.04,0.13,0.08,51.21,214.73,-0.01,-0.01,10.91,-24.22,0.00,0.00,
1,13392.200,89.438,0.089438,10,-38.5023483,145.2321500,0.04,0.13,0.08,51.30,213.86,0.00,0.00,10.91,-24.22,0.00,0.00,
1,13392.300,89.586,0.089586,10,-38.5023483,145.2321517,0.04,0.15,0.09,51.30,221.80,0.01,-0.01,11.05,-24.22,0.00,0.00,
1,13392.400,89.586,0.089586,10,-38.5023483,145.2321517,0.04,0.13,0.08,51.41,235.98,-0.01,-0.01,11.05,-24.22,0.00,0.00,
1,13392.500,89.771,0.089771,10,-38.5023500,145.2321517,0.03,0.09,0.06,51.50,249.62,-0.01,-0.01,11.05,-24.41,0.00,0.00,
1,13392.600,89.920,0.089920,10,-38.5023500,145.2321533,0.03,0.09,0.06,51.50,257.15,0.00,-0.00,11.20,-24.41,0.00,0.00,
1,13392.900,90.161,0.090161,10,-38.5023517,145.2321550,0.04,0.15,0.09,51.80,270.55,0.01,-0.00,11.34,-24.59,0.00,0.00,
1,13393.000,90.161,0.090161,11,-38.5023517,145.2321550,0.05,0.19,0.12,51.80,281.80,0.01,-0.01,11.34,-24.59,0.00,0.00,
1,13393.100,90.383,0.090383,11,-38.5023533,145.2321567,0.06,0.20,0.13,51.89,277.42,0.01,0.00,11.49,-24.78,0.00,0.00,
1,13393.200,90.531,0.090531,11,-38.5023533,145.2321583,0.06,0.22,0.14,51.89,278.02,0.01,-0.00,11.63,-24.78,0.00,0.00,
1,13393.300,90.717,0.090717,11,-38.5023550,145.2321583,0.05,0.17,0.10,52.00,247.87,-0.02,0.02,11.63,-24.96,0.00,0.00,
1,13393.400,90.865,0.090865,11,-38.5023550,145.2321600,0.04,0.15,0.09,52.09,248.63,-0.01,-0.00,11.78,-24.96,0.00,0.00,
1,13393.500,91.050,0.091050,11,-38.5023567,145.2321600,0.04,0.15,0.09,52.09,249.97,0.00,-0.00,11.78,-25.15,0.00,0.00,
1,13393.600,91.198,0.091198,11,-38.5023567,145.2321617,0.04,0.13,0.08,52.09,307.43,-0.01,-0.04,11.92,-25.15,0.00,0.00,
1,13393.700,91.439,0.091439,11,-38.5023583,145.2321633,0.04,0.13,0.08,52.21,306.38,0.00,0.00,12.07,-25.33,0.00,0.00,
1,13393.800,91.439,0.091439,11,-38.5023583,145.2321633,0.03,0.09,0.06,52.21,251.71,-0.01,0.02,12.07,-25.33,0.00,0.00,
1,13393.900,91.439,0.091439,11,-38.5023583,145.2321633,0.04,0.13,0.08,52.21,233.48,0.01,0.01,12.07,-25.33,0.00,0.00,
1,13394.000,91.439,0.091439,11,-38.5023583,145.2321633,0.04,0.13,0.08,52.21,237.98,0.00,-0.00,12.07,-25.33,0.00,0.00,
1,13394.100,91.439,0.091439,11,-38.5023583,145.2321633,0.02,0.07,0.05,52.21,213.70,-0.02,0.01,12.07,-25.33,0.00,0.00,
1,13394.200,91.439,0.091439,11,-38.5023583,145.2321633,0.02,0.06,0.03,52.21,55.77,-0.01,0.03,12.07,-25.33,0.00,0.00,
1,13394.300,91.439,0.091439,11,-38.5023583,145.2321633,0.03,0.09,0.06,52.21,225.23,0.01,-0.05,12.07,-25.33,0.00,0.00,
1,13394.400,91.439,0.091439,11,-38.5023583,145.2321633,0.02,0.07,0.05,52.21,229.31,-0.01,-0.00,12.07,-25.33,0.00,0.00,
1,13394.500,91.439,0.091439,11,-38.5023583,145.2321633,0.03,0.09,0.06,52.21,225.88,0.01,0.00,12.07,-25.33,0.00,0.00,
1,13394.600,91.439,0.091439,11,-38.5023583,145.2321633,0.03,0.09,0.06,52.21,224.74,0.00,0.00,12.07,-25.33,0.00,0.00,
1,13394.700,91.439,0.091439,11,-38.5023583,145.2321633,0.02,0.06,0.03,52.21,232.36,-0.01,-0.00,12.07,-25.33,0.00,0.00,
1,13394.800,91.439,0.091439,11,-38.5023583,145.2321633,0.01,0.04,0.02,52.21,341.95,-0.01,-0.02,12.07,-25.33,0.00,0.00,
1,13394.900,91.439,0.091439,11,-38.5023583,145.2321633,0.03,0.09,0.06,52.21,336.33,0.02,0.00,12.07,-25.33,0.00,0.00,
1,13395.000,91.439,0.091439,11,-38.5023583,145.2321633,0.01,0.02,0.01,52.21,336.33,-0.02,0.00,12.07,-25.33,0.00,0.00,
1,13395.100,91.439,0.091439,11,-38.5023583,145.2321633,0.01,0.04,0.02,52.21,336.33,0.01,0.00,12.07,-25.33,0.00,0.00,
1,13395.200,91.439,0.091439,11,-38.5023583,145.2321633,0.03,0.09,0.06,52.21,336.33,0.02,0.00,12.07,-25.33,0.00,0.00,
1,13395.300,91.439,0.091439,11,-38.5023583,145.2321633,0.02,0.07,0.05,52.21,336.33,-0.01,0.00,12.07,-25.33,0.00,0.00,
1,13395.400,91.439,0.091439,11,-38.5023583,145.2321633,0.03,0.09,0.06,52.21,336.33,0.01,0.00,12.07,-25.33,0.00,0.00,
1,13395.500,91.439,0.091439,11,-38.5023583,145.2321633,0.02,0.07,0.05,52.21,336.33,-0.01,0.00,12.07,-25.33,0.00,0.00,
1,13395.600,91.439,0.091439,11,-38.5023583,145.2321633,0.03,0.11,0.07,52.21,336.33,0.01,0.00,12.07,-25.33,0.00,0.00,
1,13395.700,91.439,0.091439,11,-38.5023583,145.2321633,0.03,0.09,0.06,52.21,161.49,-0.01,0.05,12.07,-25.33,0.00,0.00,
1,13395.800,91.439,0.091439,11,-38.5023583,145.2321633,0.03,0.09,0.06,52.21,161.48,0.00,0.00,12.07,-25.33,0.00,0.00,
1,13395.900,91.439,0.091439,11,-38.5023583,145.2321633,0.02,0.07,0.05,52.21,161.46,-0.01,0.00,12.07,-25.33,0.00,0.00,
1,13396.000,91.439,0.091439,11,-38.5023583,145.2321633,0.03,0.11,0.07,52.21,161.45,0.01,0.00,12.07,-25.33,0.00,0.00,
1,13396.100,91.439,0.091439,11,-38.5023583,145.2321633,0.05,0.17,0.10,52.21,161.41,0.02,0.00,12.07,-25.33,0.00,0.00,
1,13396.200,91.439,0.091439,11,-38.5023583,145.2321633,0.02,0.07,0.05,52.21,161.38,-0.03,0.00,12.07,-25.33,0.00,0.00,
1,13396.300,91.439,0.091439,10,-38.5023583,145.2321633,0.02,0.07,0.05,52.21,161.36,0.00,0.00,12.07,-25.33,0.00,0.00,
1,13396.400,91.439,0.091439,10,-38.5023583,145.2321633,0.03,0.09,0.06,52.21,161.36,0.01,0.00,12.07,-25.33,0.00,0.00,
1,13396.500,91.439,0.091439,10,-38.5023583,145.2321633,0.02,0.06,0.03,52.21,161.37,-0.01,-0.00,12.07,-25.33,0.00,0.00,
1,13396.600,91.439,0.091439,10,-38.5023583,145.2321633,0.02,0.06,0.03,52.21,161.38,0.00,-0.00,12.07,-25.33,0.00,0.00,
1,13396.700,91.439,0.091439,10,-38.5023583,145.2321633,0.02,0.07,0.05,52.21,161.40,0.01,-0.00,12.07,-25.33,0.00,0.00,
1,13396.800,91.439,0.091439,10,-38.5023583,145.2321633,0.03,0.09,0.06,52.21,161.41,0.01,-0.00,12.07,-25.33,0.00,0.00,
1,13396.900,91.439,0.091439,10,-38.5023583,145.2321633,0.02,0.07,0.05,52.21,161.43,-0.01,-0.00,12.07,-25.33,0.00,0.00,
1,13397.000,91.439,0.091439,11,-38.5023583,145.2321633,0.02,0.07,0.05,52.21,161.44,0.00,-0.00,12.07,-25.33,0.00,0.00,
1,13397.100,91.439,0.091439,11,-38.5023583,145.2321633,0.01,0.04,0.02,52.21,161.45,-0.01,-0.00,12.07,-25.33,0.00,0.00,
1,13397.200,91.439,0.091439,10,-38.5023583,145.2321633,0.01,0.04,0.02,52.21,161.45,0.00,0.00,12.07,-25.33,0.00,0.00,
1,13397.300,91.439,0.091439,10,-38.5023583,145.2321633,0.01,0.04,0.02,52.21,161.43,0.00,0.00,12.07,-25.33,0.00,0.00,
1,13397.400,91.439,0.091439,10,-38.5023583,145.2321633,0.01,0.02,0.01,52.21,161.43,-0.01,0.00,12.07,-25.33,0.00,0.00,
1,13397.500,91.439,0.091439,10,-38.5023583,145.2321633,0.01,0.02,0.01,52.21,161.42,0.00,0.00,12.07,-25.33,0.00,0.00,
1,13397.600,91.439,0.091439,10,-38.5023583,145.2321633,0.01,0.02,0.01,52.21,161.41,0.00,0.00,12.07,-25.33,0.00,0.00,
1,13397.700,91.439,0.091439,11,-38.5023583,145.2321633,0.01,0.02,0.01,52.21,161.39,0.00,0.00,12.07,-25.33,0.00,0.00,
1,13397.800,91.439,0.091439,11,-38.5023583,145.2321633,0.01,0.02,0.01,52.21,161.39,0.00,0.00,12.07,-25.33,0.00,0.00,
1,13397.900,91.439,0.091439,11,-38.5023583,145.2321633,0.01,0.04,0.02,52.21,161.37,0.01,0.00,12.07,-25.33,0.00,0.00,
1,13398.000,91.439,0.091439,11,-38.5023583,145.2321633,0.02,0.06,0.03,52.21,161.33,0.01,0.00,12.07,-25.33,0.00,0.00,
1,13398.100,91.439,0.091439,11,-38.5023583,145.2321633,0.02,0.06,0.03,52.21,161.30,0.00,0.00,12.07,-25.33,0.00,0.00,
1,13398.200,91.439,0.091439,11,-38.5023583,145.2321633,0.02,0.06,0.03,52.21,161.25,0.00,0.00,12.07,-25.33,0.00,0.00,
1,13398.300,91.439,0.091439,11,-38.5023583,145.2321633,0.01,0.04,0.02,52.21,161.22,-0.01,0.00,12.07,-25.33,0.00,0.00,
1,13398.400,91.439,0.091439,11,-38.5023583,145.2321633,0.01,0.02,0.01,52.21,161.21,-0.01,0.00,12.07,-25.33,0.00,0.00,
1,13398.500,91.439,0.091439,11,-38.5023583,145.2321633,0.01,0.02,0.01,52.21,161.19,0.00,0.00,12.07,-25.33,0.00,0.00,
1,13398.600,91.569,0.091569,11,-38.5023583,145.2321650,0.01,0.02,0.01,52.21,161.18,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13398.700,91.569,0.091569,11,-38.5023583,145.2321650,0.01,0.02,0.01,52.21,161.18,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13398.800,91.569,0.091569,11,-38.5023583,145.2321650,0.01,0.02,0.01,52.21,161.20,0.00,-0.00,12.21,-25.33,0.00,0.00,
1,13398.900,91.569,0.091569,11,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,161.21,0.00,-0.00,12.21,-25.33,0.00,0.00,
1,13399.000,91.569,0.091569,11,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,161.20,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13399.100,91.569,0.091569,11,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,161.20,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13399.200,91.569,0.091569,11,-38.5023583,145.2321650,0.01,0.04,0.02,52.30,161.19,0.01,0.00,12.21,-25.33,0.00,0.00,
1,13399.300,91.569,0.091569,11,-38.5023583,145.2321650,0.01,0.04,0.02,52.30,161.17,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13399.400,91.569,0.091569,11,-38.5023583,145.2321650,0.02,0.06,0.03,52.30,161.15,0.01,0.00,12.21,-25.33,0.00,0.00,
1,13399.500,91.569,0.091569,11,-38.5023583,145.2321650,0.02,0.06,0.03,52.30,161.12,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13399.600,91.569,0.091569,11,-38.5023583,145.2321650,0.01,0.04,0.02,52.30,161.09,-0.01,0.00,12.21,-25.33,0.00,0.00,
1,13399.700,91.569,0.091569,11,-38.5023583,145.2321650,0.01,0.04,0.02,52.30,161.05,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13399.800,91.569,0.091569,11,-38.5023583,145.2321650,0.01,0.04,0.02,52.30,161.03,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13399.900,91.569,0.091569,11,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,161.01,-0.01,0.00,12.21,-25.33,0.00,0.00,
1,13400.000,91.569,0.091569,10,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,160.99,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13400.100,91.569,0.091569,9,-38.5023583,145.2321650,0.00,0.00,0.00,52.30,160.98,-0.01,0.00,12.21,-25.33,0.00,0.00,
1,13400.200,91.569,0.091569,9,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,160.97,0.01,0.00,12.21,-25.33,0.00,0.00,
1,13400.300,91.569,0.091569,9,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,160.95,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13400.400,91.569,0.091569,10,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,160.92,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13400.500,91.569,0.091569,9,-38.5023583,145.2321650,0.00,0.00,0.00,52.30,160.91,-0.01,0.00,12.21,-25.33,0.00,0.00,
1,13400.600,91.569,0.091569,10,-38.5023583,145.2321650,0.00,0.00,0.00,52.30,160.91,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13400.700,91.569,0.091569,9,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,160.89,0.01,0.00,12.21,-25.33,0.00,0.00,
1,13400.800,91.569,0.091569,9,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,160.87,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13400.900,91.569,0.091569,9,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,160.84,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13401.100,91.569,0.091569,10,-38.5023583,145.2321650,0.01,0.04,0.02,52.30,160.76,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13401.200,91.569,0.091569,10,-38.5023583,145.2321650,0.01,0.04,0.02,52.30,160.70,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13401.300,91.569,0.091569,10,-38.5023583,145.2321650,0.01,0.04,0.02,52.30,160.65,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13401.400,91.569,0.091569,10,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,160.62,-0.01,0.00,12.21,-25.33,0.00,0.00,
1,13401.500,91.569,0.091569,9,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,160.60,0.00,0.00,12.21,-25.33,0.00,0.00,
1,13401.600,91.569,0.091569,9,-38.5023583,145.2321650,0.00,0.00,0.00,52.30,160.60,-0.01,0.00,12.21,-25.33,0.00,0.00,
1,13401.700,91.569,0.091569,9,-38.5023583,145.2321650,0.01,0.02,0.01,52.30,160.60,0.01,0.00,12.21,-25.33,0.00,0.00,
1,13401.800,91.754,0.091754,10,-38.5023600,145.2321650,0.01,0.02,0.01,52.30,160.62,0.00,-0.00,12.21,-25.52,0.00,0.00,
1,13401.900,91.754,0.091754,10,-38.5023600,145.2321650,0.00,0.00,0.00,52.30,160.61,-0.01,0.00,12.21,-25.52,0.00,0.00,
1,13402.000,91.754,0.091754,10,-38.5023600,145.2321650,0.01,0.04,0.02,52.30,160.55,0.01,0.00,12.21,-25.52,0.00,0.00,
1,13402.100,91.754,0.091754,10,-38.5023600,145.2321650,0.01,0.04,0.02,52.30,160.47,0.00,0.00,12.21,-25.52,0.00,0.00,
1,13402.200,91.754,0.091754,10,-38.5023600,145.2321650,0.01,0.04,0.02,52.30,160.41,0.00,0.00,12.21,-25.52,0.00,0.00,
1,13402.300,91.754,0.091754,10,-38.5023600,145.2321650,0.00,0.00,0.00,52.30,160.40,-0.01,0.00,12.21,-25.52,0.00,0.00,
1,13402.400,91.754,0.091754,10,-38.5023600,145.2321650,0.01,0.02,0.01,52.30,160.38,0.01,0.00,12.21,-25.52,0.00,0.00,
1,13402.500,91.754,0.091754,11,-38.5023600,145.2321650,0.01,0.02,0.01,52.30,160.33,0.00,0.00,12.21,-25.52,0.00,0.00,
1,13402.600,91.754,0.091754,11,-38.5023600,145.2321650,0.01,0.02,0.01,52.30,160.29,0.00,0.00,12.21,-25.52,0.00,0.00,
